,District,Venue,Venue Category,Venue Latitude,Venue Longitude,geometry
0,Bang Kapi,BANGKAPI CONDO TOWN,Residential Building (Apartment / Condo),13.771145002059695,100.64485475232959,POINT (100.6448547523296 13.7711450020597)
1,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
2,Bang Kapi,Livingnest Condo,Residential Building (Apartment / Condo),13.763513932683892,100.64057124617634,POINT (100.6405712461763 13.76351393268389)
3,Bang Kapi,Nirun City Condo (นิรันดร์ซิตี้คอนโด),Residential Building (Apartment / Condo),13.783716540713181,100.63325685654847,POINT (100.6332568565485 13.78371654071318)
4,Bang Kapi,Baan Sukhothai Condo,Residential Building (Apartment / Condo),13.7585780680686,100.63419174637775,POINT (100.6341917463778 13.7585780680686)
5,Bang Kapi,LeCéleste Condo,Residential Building (Apartment / Condo),13.748157038307053,100.64558247210155,POINT (100.6455824721016 13.74815703830705)
6,Bang Kapi,The Niche Condo,Residential Building (Apartment / Condo),13.770784444337218,100.63046874109064,POINT (100.6304687410906 13.77078444433722)
7,Bang Kapi,Condo Suntisuk Garden,Residential Building (Apartment / Condo),13.764088081987635,100.64444457073922,POINT (100.6444445707392 13.76408808198764)
8,Bang Kapi,Plum Condo Ramkhamhaeng 60,Residential Building (Apartment / Condo),13.762875,100.64838,POINT (100.64838 13.762875)
9,Bang Kapi,Living Place Condo 138,Residential Building (Apartment / Condo),13.769268429103791,100.63775422379352,POINT (100.6377542237935 13.76926842910379)
10,Bang Kapi,Mind Condo,Residential Building (Apartment / Condo),13.762513,100.648169,POINT (100.648169 13.762513)
11,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
12,Bang Kapi,Nirun City Condo (นิรันดร์ซิตี้คอนโด),Residential Building (Apartment / Condo),13.783716540713181,100.63325685654847,POINT (100.6332568565485 13.78371654071318)
13,Bang Kapi,BANGKAPI CONDO TOWN,Residential Building (Apartment / Condo),13.771145002059695,100.64485475232959,POINT (100.6448547523296 13.7711450020597)
14,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
15,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
16,Bang Kapi,Nirun City Condo (นิรันดร์ซิตี้คอนโด),Residential Building (Apartment / Condo),13.783716540713181,100.63325685654847,POINT (100.6332568565485 13.78371654071318)
17,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
18,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
19,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
20,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
21,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
22,Bang Kapi,Nirun City Condo (นิรันดร์ซิตี้คอนโด),Residential Building (Apartment / Condo),13.783716540713181,100.63325685654847,POINT (100.6332568565485 13.78371654071318)
23,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
24,Bang Kapi,LeCéleste Condo,Residential Building (Apartment / Condo),13.748157038307053,100.64558247210155,POINT (100.6455824721016 13.74815703830705)
25,Bang Kapi,ABAC Condo (อาคารเอแบคคอนโดทาวน์),Residential Building (Apartment / Condo),13.752996553563497,100.62859787141628,POINT (100.6285978714163 13.7529965535635)
26,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
27,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
28,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
29,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
30,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
31,Wang Thong Lang,Life Condo,Residential Building (Apartment / Condo),13.7911096380586,100.60196548832307,POINT (100.6019654883231 13.7911096380586)
32,Wang Thong Lang,Lumpinee Ville Condo ลาดพร้าว โชคชัย4,Residential Building (Apartment / Condo),13.790205487680792,100.60199297565612,POINT (100.6019929756561 13.79020548768079)
33,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
34,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
35,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
36,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
37,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
38,Wang Thong Lang,Happy Condo Ladprao 101,Residential Building (Apartment / Condo),13.787912093366423,100.62705138240253,POINT (100.6270513824025 13.78791209336642)
39,Bueng Kum,Lumpini Condotown NIDA - Serithai,Residential Building (Apartment / Condo),13.775165872888978,100.65868371508506,POINT (100.6586837150851 13.77516587288898)
40,Bueng Kum,Lumpini Condotown NIDA - Serithai,Residential Building (Apartment / Condo),13.775165872888978,100.65868371508506,POINT (100.6586837150851 13.77516587288898)
41,Bueng Kum,i Condo Serithai,Residential Building (Apartment / Condo),13.782299803516686,100.67162256798531,POINT (100.6716225679853 13.78229980351669)
42,Bueng Kum,I-Condo,Residential Building (Apartment / Condo),13.782250158802341,100.67159506001221,POINT (100.6715950600122 13.78225015880234)
43,Bueng Kum,I Condo By Property Perfect Bungkum,Residential Building (Apartment / Condo),13.780463,100.671531,POINT (100.671531 13.780463)
44,Bueng Kum,Lumpini Condotown NIDA - Serithai,Residential Building (Apartment / Condo),13.775165872888978,100.65868371508506,POINT (100.6586837150851 13.77516587288898)
45,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
46,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
47,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
48,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
49,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
50,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
51,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
52,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
53,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
54,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
55,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
56,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
57,Bang Na,S&S Sukhumvit Condo (คอนโด เอสแอนด์เอส สุขุมวิท),Residential Building (Apartment / Condo),13.683915767018087,100.61477745766334,POINT (100.6147774576633 13.68391576701809)
58,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
59,Bang Na,Regent Home Condo B.H,Residential Building (Apartment / Condo),13.674816664971123,100.60324694972739,POINT (100.6032469497274 13.67481666497112)
60,Bang Na,Regent Condo,Residential Building (Apartment / Condo),13.674819829146946,100.6044503762593,POINT (100.6044503762593 13.67481982914695)
61,Bang Na,Lazy@City Home Condo Sukhumvit,Residential Building (Apartment / Condo),13.680181556374283,100.61001420021057,POINT (100.6100142002106 13.68018155637428)
62,Bang Na,Bangna Place Condominium,Residential Building (Apartment / Condo),13.67256643286083,100.5961109891956,POINT (100.5961109891956 13.67256643286083)
63,Bang Na,Aez`s Condo @ Sukhumvit Soi 101/1,Residential Building (Apartment / Condo),13.683996881299668,100.6138014793396,POINT (100.6138014793396 13.68399688129967)
64,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
65,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
66,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
67,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
68,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
69,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
70,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
71,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
72,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
73,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
74,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
75,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
76,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
77,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
78,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
79,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
80,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
81,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
82,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
83,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
84,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
85,Bang Na,S&S Sukhumvit Condo (คอนโด เอสแอนด์เอส สุขุมวิท),Residential Building (Apartment / Condo),13.683915767018087,100.61477745766334,POINT (100.6147774576633 13.68391576701809)
86,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
87,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
88,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
89,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
90,Bang Na,Aspen Condo Lasalle Phase B,Residential Building (Apartment / Condo),13.65787,100.64624,POINT (100.64624 13.65787)
91,Bang Na,S&S Sukhumvit Condo (คอนโด เอสแอนด์เอส สุขุมวิท),Residential Building (Apartment / Condo),13.683915767018087,100.61477745766334,POINT (100.6147774576633 13.68391576701809)
92,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
93,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
94,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
95,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
96,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
97,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
98,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
99,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
100,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
101,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
102,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
103,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
104,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
105,Bang Na,S&S Sukhumvit Condo (คอนโด เอสแอนด์เอส สุขุมวิท),Residential Building (Apartment / Condo),13.683915767018087,100.61477745766334,POINT (100.6147774576633 13.68391576701809)
106,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
107,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
108,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
109,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
110,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
111,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
112,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
113,Bang Na,Aspen Condo Lasalle Phase B,Residential Building (Apartment / Condo),13.65787,100.64624,POINT (100.64624 13.65787)
114,Bang Na,S&S Sukhumvit Condo (คอนโด เอสแอนด์เอส สุขุมวิท),Residential Building (Apartment / Condo),13.683915767018087,100.61477745766334,POINT (100.6147774576633 13.68391576701809)
115,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
116,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
117,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
118,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
119,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
120,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
121,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
122,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
123,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
124,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
125,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
126,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
127,Bang Na,Lasalle Park Condo,Residential Building (Apartment / Condo),13.66050838584358,100.60692908355618,POINT (100.6069290835562 13.66050838584358)
128,Bang Na,S&S Sukhumvit Condo (คอนโด เอสแอนด์เอส สุขุมวิท),Residential Building (Apartment / Condo),13.683915767018087,100.61477745766334,POINT (100.6147774576633 13.68391576701809)
129,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
130,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
131,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
132,Bang Na,City Home Sukhumvit Condo,Residential Building (Apartment / Condo),13.681397330481031,100.61049564040266,POINT (100.6104956404027 13.68139733048103)
133,Bang Na,Lumpini Ville Condo Lasalle (ลุมพินี วิลล์ ลาซาล-แบริ่ง),Residential Building (Apartment / Condo),13.661147754473472,100.62394635505579,POINT (100.6239463550558 13.66114775447347)
134,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
135,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
136,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
137,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
138,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
139,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
140,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
141,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
142,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
143,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
144,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
145,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
146,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
147,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
148,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
149,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
150,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
151,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
152,Huai Khwang,Family Park Condo (แฟมมิลี่ ปาร์ค คอนโด),Residential Building (Apartment / Condo),13.794275578622727,100.58853841567401,POINT (100.588538415674 13.79427557862273)
153,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
154,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
155,Huai Khwang,Family Park Condo (แฟมมิลี่ ปาร์ค คอนโด),Residential Building (Apartment / Condo),13.794275578622727,100.58853841567401,POINT (100.588538415674 13.79427557862273)
156,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
157,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
158,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
159,Huai Khwang,LIFE Rachada-Huaykwang Condo,Residential Building (Apartment / Condo),13.77898473684606,100.57421207427979,POINT (100.5742120742798 13.77898473684606)
160,Huai Khwang,Family Park Condo (แฟมมิลี่ ปาร์ค คอนโด),Residential Building (Apartment / Condo),13.794275578622727,100.58853841567401,POINT (100.588538415674 13.79427557862273)
161,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
162,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
163,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
164,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
165,Huai Khwang,Ratchada City Condo (รัชดา ซิตี้ คอนโด),Residential Building (Apartment / Condo),13.779434053266117,100.57813564245033,POINT (100.5781356424503 13.77943405326612)
166,Huai Khwang,Life Ratchadapisek Condo,Residential Building (Apartment / Condo),13.782833739982253,100.57432548260228,POINT (100.5743254826023 13.78283373998225)
167,Huai Khwang,LIFE Rachada-Huaykwang Condo,Residential Building (Apartment / Condo),13.77898473684606,100.57421207427979,POINT (100.5742120742798 13.77898473684606)
168,Huai Khwang,Happy Condo Ratchada18,Residential Building (Apartment / Condo),13.784076240676006,100.58590072748906,POINT (100.5859007274891 13.78407624067601)
169,Huai Khwang,The Seed Condominium,Residential Building (Apartment / Condo),13.776423828208477,100.58305482012865,POINT (100.5830548201287 13.77642382820848)
170,Huai Khwang,Family Park Condo (แฟมมิลี่ ปาร์ค คอนโด),Residential Building (Apartment / Condo),13.794275578622727,100.58853841567401,POINT (100.588538415674 13.79427557862273)
