,District,Venue,Venue Category,Venue Latitude,Venue Longitude,geometry
273,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
274,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
275,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
276,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
277,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
278,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
279,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
280,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
281,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
282,Khlong San,The Viva Condo,Residential Building (Apartment / Condo),13.721264123948133,100.4947558690975,POINT (100.4947558690975 13.72126412394813)
283,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
284,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
285,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
286,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
287,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
288,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
289,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
290,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
291,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
292,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
293,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
294,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
295,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
296,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
297,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
298,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
299,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
300,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
301,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
302,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
303,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
304,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
305,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
306,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
307,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
308,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
309,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
310,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
311,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
312,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
313,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
314,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
315,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
316,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
317,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
318,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
319,Khlong San,mink's condo♡,Residential Building (Apartment / Condo),13.709371838577256,100.50107230108578,POINT (100.5010723010858 13.70937183857726)
320,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
321,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
322,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
323,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
324,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
325,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
326,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
327,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
328,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
329,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
330,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
331,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
332,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
333,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
334,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
335,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
336,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
337,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
338,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
339,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
340,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
341,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
342,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
343,Khlong San,The Viva Condo,Residential Building (Apartment / Condo),13.721264123948133,100.4947558690975,POINT (100.4947558690975 13.72126412394813)
344,Khlong San,mink's condo♡,Residential Building (Apartment / Condo),13.709371838577256,100.50107230108578,POINT (100.5010723010858 13.70937183857726)
345,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
346,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
347,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
348,Khlong San,Q House Condo Sathorn,Residential Building (Apartment / Condo),13.72190185267839,100.50151066857852,POINT (100.5015106685785 13.72190185267839)
349,Khlong San,My Condo Sathorn-Taksin,Residential Building (Apartment / Condo),13.72240672429481,100.49571166956615,POINT (100.4957116695661 13.72240672429481)
350,Khlong San,Baan Chaophraya Condo,Residential Building (Apartment / Condo),13.73267284458641,100.50973670103129,POINT (100.5097367010313 13.73267284458641)
351,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
352,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
353,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
354,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
355,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
356,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
357,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
358,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
359,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
360,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
361,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
362,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
363,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
364,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
365,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
366,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
367,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
368,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
369,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
370,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
371,Vadhana,Topview Condo,Residential Building (Apartment / Condo),13.72476414192526,100.58203932431945,POINT (100.5820393243195 13.72476414192526)
372,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
373,Vadhana,The President Condo,Residential Building (Apartment / Condo),13.704866,100.60155,POINT (100.60155 13.704866)
374,Vadhana,Skywalk Condominium,Residential Building (Apartment / Condo),13.714121180170785,100.59343814849854,POINT (100.5934381484985 13.71412118017079)
375,Vadhana,Mommy's Condo @ Pibulvet,Residential Building (Apartment / Condo),13.722015995154523,100.5946278202008,POINT (100.5946278202008 13.72201599515452)
376,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
377,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
378,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
379,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
380,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
381,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
382,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
383,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
384,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
385,Vadhana,The President Condo,Residential Building (Apartment / Condo),13.704866,100.60155,POINT (100.60155 13.704866)
386,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
387,Vadhana,Topview Condo,Residential Building (Apartment / Condo),13.72476414192526,100.58203932431945,POINT (100.5820393243195 13.72476414192526)
388,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
389,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
390,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
391,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
392,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
393,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
394,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
395,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
396,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
397,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
398,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
399,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
400,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
401,Vadhana,The Height Condo,Residential Building (Apartment / Condo),13.737187088254798,100.58377742856517,POINT (100.5837774285652 13.7371870882548)
402,Vadhana,Click denim condo,Residential Building (Apartment / Condo),13.736373,100.587027668953,POINT (100.587027668953 13.736373)
403,Vadhana,Lecosi Condo,Residential Building (Apartment / Condo),13.73766324280065,100.59260377834867,POINT (100.5926037783487 13.73766324280065)
404,Vadhana,Topview Condo,Residential Building (Apartment / Condo),13.72476414192526,100.58203932431945,POINT (100.5820393243195 13.72476414192526)
405,Vadhana,Noble Ora Condo,Residential Building (Apartment / Condo),13.736373617191488,100.58424335874687,POINT (100.5842433587469 13.73637361719149)
406,Vadhana,The Alcove 49 Condo,Residential Building (Apartment / Condo),13.729884451880194,100.57635986942718,POINT (100.5763598694272 13.72988445188019)
407,Vadhana,Niche Condo,Residential Building (Apartment / Condo),13.744241864415912,100.57528227530011,POINT (100.5752822753001 13.74424186441591)
408,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
409,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
410,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
411,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
412,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
413,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
414,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
415,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
416,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
417,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
418,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
419,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
420,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
421,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
422,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
423,Khlong Toei,Aspire Condo Sukhumvit 48,Residential Building (Apartment / Condo),13.71058355041037,100.59411212351436,POINT (100.5941121235144 13.71058355041037)
424,Khlong Toei,Ficuslane Condo,Residential Building (Apartment / Condo),13.714096997794142,100.58942112304189,POINT (100.5894211230419 13.71409699779414)
425,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
426,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
427,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
428,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
429,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
430,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
431,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
432,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
433,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
434,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
435,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
436,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
437,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
438,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
439,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
440,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
441,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
442,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
443,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
444,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
445,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
446,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
447,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
448,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
449,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
450,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
451,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
452,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
453,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
454,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
455,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
456,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
457,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
458,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
459,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
460,Khlong Toei,Siri At Sukhumvit Condo,Residential Building (Apartment / Condo),13.722980174858597,100.58022587249911,POINT (100.5802258724991 13.7229801748586)
461,Khlong Toei,Condo One Thonglor Station,Residential Building (Apartment / Condo),13.721665278373997,100.58056404312315,POINT (100.5805640431231 13.721665278374)
462,Khlong Toei,Ficuslane Condo,Residential Building (Apartment / Condo),13.714096997794142,100.58942112304189,POINT (100.5894211230419 13.71409699779414)
463,Khlong Toei,Aspire Condo Sukhumvit 48,Residential Building (Apartment / Condo),13.71058355041037,100.59411212351436,POINT (100.5941121235144 13.71058355041037)
464,Khlong Toei,BLUE'S CONDO ~ SUPERFRENDS<3,Residential Building (Apartment / Condo),13.713444,100.590971,POINT (100.590971 13.713444)
465,Khlong Toei,CitiSmart Condo,Residential Building (Apartment / Condo),13.735112092124316,100.56256055831909,POINT (100.5625605583191 13.73511209212432)
466,Khlong Toei,Condo One X Sukhumvit 26,Residential Building (Apartment / Condo),13.725548674542544,100.56870631426145,POINT (100.5687063142614 13.72554867454254)
467,Khlong Toei,U sabai condo,Residential Building (Apartment / Condo),13.71367416236352,100.58686552753875,POINT (100.5868655275387 13.71367416236352)
